id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights
34752945,Brooklyn,Bushwick,Private room,50,3
34753028,Queens,Flushing,Private room,32,1
34753373,Manhattan,Hell's Kitchen,Private room,110,2
34753379,Brooklyn,Bushwick,Private room,51,1
34753453,Bronx,East Morrisania,Private room,80,1
34754084,Brooklyn,Bedford-Stuyvesant,Entire home/apt,68,1
34754120,Manhattan,Harlem,Entire home/apt,150,5
34754241,Manhattan,Hell's Kitchen,Entire home/apt,289,2
34755449,Queens,Elmhurst,Private room,90,7
34755841,Manhattan,East Harlem,Private room,65,7
34756040,Manhattan,Chinatown,Entire home/apt,212,1
34756976,Bronx,University Heights,Private room,40,5
34757500,Manhattan,Midtown,Entire home/apt,500,3
34759503,Manhattan,Harlem,Private room,65,2
34770571,Brooklyn,Crown Heights,Private room,60,3
34771161,Queens,Flushing,Private room,99,1
34771521,Manhattan,East Harlem,Private room,82,4
34772058,Brooklyn,Crown Heights,Entire home/apt,90,2
34773215,Brooklyn,Bedford-Stuyvesant,Private room,51,1
34773903,Brooklyn,Bedford-Stuyvesant,Private room,56,1
34774305,Brooklyn,Williamsburg,Entire home/apt,265,2
34774436,Brooklyn,Bedford-Stuyvesant,Private room,56,1
34774681,Manhattan,East Village,Entire home/apt,219,2
34776151,Brooklyn,Bedford-Stuyvesant,Private room,68,1
34777870,Manhattan,East Harlem,Entire home/apt,300,3
34777979,Brooklyn,Williamsburg,Entire home/apt,160,1
34778518,Manhattan,Upper East Side,Entire home/apt,250,1
34778953,Brooklyn,Fort Greene,Private room,125,5
34779259,Queens,Middle Village,Entire home/apt,199,31
34780437,Brooklyn,Bedford-Stuyvesant,Private room,68,2
34780613,Brooklyn,Bushwick,Entire home/apt,120,4
34781680,Bronx,Longwood,Shared room,85,1
34782691,Bronx,Port Morris,Shared room,28,1
34783461,Manhattan,West Village,Entire home/apt,175,2
34783503,Manhattan,East Harlem,Entire home/apt,123,1
34783887,Manhattan,Morningside Heights,Entire home/apt,140,4
34784469,Manhattan,Chinatown,Private room,90,1
34784621,Brooklyn,Bay Ridge,Entire home/apt,120,21
34784681,Brooklyn,Boerum Hill,Private room,250,1
34785319,Manhattan,West Village,Entire home/apt,250,2
34785397,Brooklyn,Crown Heights,Private room,29,5
34785509,Manhattan,Harlem,Private room,50,14
34785850,Manhattan,Midtown,Entire home/apt,479,2
34785861,Brooklyn,Bedford-Stuyvesant,Private room,75,2
34787483,Queens,Kew Gardens Hills,Private room,50,2
34787546,Manhattan,Washington Heights,Entire home/apt,85,7
34788703,Manhattan,Harlem,Private room,150,5
34788798,Manhattan,Washington Heights,Private room,60,1
34788810,Manhattan,Midtown,Private room,110,3
34788893,Brooklyn,Carroll Gardens,Entire home/apt,225,4
34790340,Manhattan,Lower East Side,Entire home/apt,175,4
34790450,Manhattan,West Village,Entire home/apt,500,3
34790625,Manhattan,Upper West Side,Private room,79,1
34790702,Manhattan,Murray Hill,Entire home/apt,490,2
34791292,Manhattan,East Village,Private room,94,5
34791422,Brooklyn,Borough Park,Entire home/apt,140,9
34791645,Bronx,Port Morris,Shared room,28,1
34791952,Brooklyn,Bushwick,Private room,80,1
34792347,Queens,Elmhurst,Private room,40,2
34793874,Manhattan,Upper East Side,Entire home/apt,109,30
34796261,Manhattan,Hell's Kitchen,Shared room,75,1
34801106,Queens,Ditmars Steinway,Private room,115,1
34801761,Brooklyn,Bushwick,Entire home/apt,328,2
34803200,Brooklyn,Canarsie,Entire home/apt,114,4
34803347,Manhattan,Roosevelt Island,Shared room,55,7
34804749,Manhattan,East Village,Entire home/apt,166,2
34804794,Manhattan,Harlem,Entire home/apt,325,3
34805393,Manhattan,Lower East Side,Entire home/apt,200,2
34805487,Queens,Jamaica,Private room,80,1
34805654,Manhattan,Hell's Kitchen,Entire home/apt,499,3
34806115,Manhattan,Chelsea,Entire home/apt,499,3
34806449,Manhattan,Midtown,Entire home/apt,250,30
34808422,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1
34809450,Brooklyn,Greenpoint,Entire home/apt,120,3
34809791,Brooklyn,Sunset Park,Private room,58,1
34809828,Queens,Maspeth,Private room,50,1
34810052,Queens,Astoria,Private room,52,2
34810330,Queens,Woodside,Private room,33,28
34810928,Manhattan,Washington Heights,Entire home/apt,90,3
34811838,Manhattan,East Village,Entire home/apt,89,1
34812124,Manhattan,Upper East Side,Entire home/apt,217,3
34812586,Manhattan,Upper East Side,Entire home/apt,150,2
34812878,Manhattan,Hell's Kitchen,Shared room,76,1
34813137,Manhattan,East Village,Private room,70,4
34813189,Manhattan,Hell's Kitchen,Shared room,75,1
34813344,Brooklyn,Williamsburg,Entire home/apt,650,3
34813479,Manhattan,Hell's Kitchen,Shared room,75,1
34813770,Brooklyn,Williamsburg,Private room,99,3
34813879,Manhattan,Hell's Kitchen,Entire home/apt,249,2
34813915,Manhattan,Hell's Kitchen,Shared room,75,1
34813955,Manhattan,Harlem,Private room,70,5
34814184,Manhattan,Hell's Kitchen,Shared room,75,1
34815163,Manhattan,East Village,Entire home/apt,85,1
34815569,Queens,Long Island City,Private room,75,3
34815717,Manhattan,Harlem,Entire home/apt,90,3
34816480,Manhattan,Chinatown,Entire home/apt,450,3
34816483,Manhattan,Washington Heights,Entire home/apt,300,3
34816747,Manhattan,Harlem,Entire home/apt,195,1
34817032,Manhattan,Midtown,Entire home/apt,300,3
34817571,Manhattan,Upper East Side,Entire home/apt,500,1
34817616,Manhattan,Hell's Kitchen,Entire home/apt,199,7
34818201,Queens,Elmhurst,Entire home/apt,145,1
34818674,Brooklyn,East Flatbush,Private room,99,1
34819184,Queens,Jackson Heights,Private room,77,1
34819514,Queens,Flushing,Private room,55,1
34819702,Brooklyn,Windsor Terrace,Entire home/apt,90,1
34822061,Bronx,Throgs Neck,Entire home/apt,100,3
34825113,Manhattan,Little Italy,Entire home/apt,175,30
34830282,Brooklyn,East Flatbush,Private room,60,1
34830629,Brooklyn,Flatlands,Entire home/apt,125,3
34830893,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,14
34832415,Brooklyn,Bushwick,Private room,50,1
34833931,Brooklyn,Clinton Hill,Entire home/apt,395,4
34834104,Brooklyn,East Flatbush,Private room,99,1
34834383,Manhattan,Midtown,Entire home/apt,200,30
34834494,Brooklyn,Greenpoint,Private room,55,5
34834531,Manhattan,Midtown,Entire home/apt,225,30
34834620,Manhattan,Midtown,Entire home/apt,200,30
34834789,Manhattan,Midtown,Entire home/apt,300,30
34834869,Manhattan,Midtown,Entire home/apt,220,30
34834953,Manhattan,Midtown,Entire home/apt,300,30
34835013,Manhattan,Midtown,Entire home/apt,190,30
34835072,Manhattan,Midtown,Entire home/apt,300,30
34835303,Manhattan,Midtown,Entire home/apt,300,30
34835501,Manhattan,Midtown,Entire home/apt,190,30
34835522,Manhattan,Upper East Side,Entire home/apt,200,3
34835762,Staten Island,Prince's Bay,Entire home/apt,1250,14
34836661,Brooklyn,Bushwick,Private room,70,3
34836737,Manhattan,Harlem,Entire home/apt,799,3
34837017,Brooklyn,Williamsburg,Entire home/apt,659,4
34837784,Brooklyn,Williamsburg,Entire home/apt,650,3
34837940,Brooklyn,Greenpoint,Entire home/apt,650,3
34838079,Manhattan,Chinatown,Entire home/apt,260,2
34838171,Brooklyn,Greenpoint,Entire home/apt,250,3
34838351,Brooklyn,Williamsburg,Entire home/apt,399,1
34839277,Brooklyn,Prospect-Lefferts Gardens,Private room,55,2
34840034,Queens,Long Island City,Private room,130,5
34840050,Queens,Flushing,Private room,43,1
34840495,Brooklyn,Crown Heights,Entire home/apt,475,3
34840894,Brooklyn,Bushwick,Entire home/apt,200,3
34841457,Brooklyn,Prospect-Lefferts Gardens,Private room,55,2
34842320,Queens,Flushing,Entire home/apt,99,1
34843532,Manhattan,Midtown,Entire home/apt,289,2
34843761,Manhattan,Hell's Kitchen,Entire home/apt,499,3
34844071,Staten Island,Midland Beach,Entire home/apt,61,5
34844175,Brooklyn,Bedford-Stuyvesant,Private room,55,16
34844239,Queens,Bellerose,Entire home/apt,180,2
34844630,Brooklyn,Gravesend,Shared room,25,7
34844773,Brooklyn,Gravesend,Shared room,25,7
34844961,Brooklyn,Gravesend,Shared room,25,7
34848236,Bronx,Pelham Bay,Private room,55,2
34851748,Bronx,Morrisania,Shared room,80,1
34853099,Brooklyn,Park Slope,Private room,60,15
34855302,Manhattan,West Village,Entire home/apt,299,2
34856733,Manhattan,Inwood,Private room,24,10
34857004,Manhattan,Lower East Side,Entire home/apt,125,1
34857809,Manhattan,Upper East Side,Entire home/apt,180,2
34858021,Manhattan,Little Italy,Entire home/apt,95,2
34858480,Manhattan,Chelsea,Entire home/apt,250,6
34858641,Brooklyn,Clinton Hill,Entire home/apt,200,3
34858865,Staten Island,Eltingville,Entire home/apt,299,10
34859742,Queens,Ditmars Steinway,Entire home/apt,93,2
34859794,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2
34859801,Manhattan,Chelsea,Entire home/apt,310,7
34859949,Manhattan,Midtown,Entire home/apt,1000,2
34860021,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,90,2
34860207,Queens,Richmond Hill,Entire home/apt,120,7
34860502,Brooklyn,Crown Heights,Private room,90,7
34860549,Bronx,Unionport,Private room,75,1
34861069,Manhattan,Harlem,Private room,75,1
34862591,Brooklyn,Williamsburg,Private room,64,21
34862827,Manhattan,Upper West Side,Entire home/apt,249,3
34863318,Brooklyn,Sunset Park,Private room,44,1
34863999,Queens,Maspeth,Private room,50,1
34864348,Queens,Flushing,Private room,55,1
34864369,Brooklyn,DUMBO,Private room,400,3
34865230,Brooklyn,Brooklyn Heights,Entire home/apt,150,5
34865775,Manhattan,Lower East Side,Entire home/apt,110,7
34866413,Manhattan,Chelsea,Entire home/apt,93,5
34866447,Brooklyn,Crown Heights,Entire home/apt,370,3
34866647,Manhattan,Washington Heights,Private room,129,1
34866682,Brooklyn,Crown Heights,Entire home/apt,830,3
34866737,Manhattan,Financial District,Entire home/apt,196,30
34866786,Manhattan,Upper West Side,Entire home/apt,250,30
34866897,Brooklyn,Bedford-Stuyvesant,Private room,90,2
34867034,Manhattan,Chelsea,Entire home/apt,440,2
34867106,Brooklyn,Bushwick,Private room,52,14
34867166,Brooklyn,Williamsburg,Entire home/apt,105,14
34867398,Brooklyn,Sunset Park,Private room,40,1
34867574,Manhattan,Midtown,Entire home/apt,159,90
34868182,Manhattan,Midtown,Entire home/apt,489,2
34868325,Bronx,Port Morris,Entire home/apt,125,14
34868859,Manhattan,Kips Bay,Entire home/apt,310,30
34868954,Brooklyn,Williamsburg,Entire home/apt,203,3
34869169,Manhattan,Civic Center,Private room,165,2
34869197,Brooklyn,Williamsburg,Entire home/apt,154,3
34869203,Brooklyn,Sunset Park,Private room,27,15
34869328,Brooklyn,East Flatbush,Entire home/apt,220,5
34870313,Manhattan,Upper East Side,Entire home/apt,300,30
34870382,Brooklyn,Williamsburg,Entire home/apt,150,4
34870577,Staten Island,Randall Manor,Shared room,13,1
34871854,Manhattan,East Village,Entire home/apt,200,14
34885475,Manhattan,Theater District,Private room,300,1
34885877,Brooklyn,Prospect-Lefferts Gardens,Private room,89,1
34886804,Manhattan,Harlem,Entire home/apt,289,1
34887720,Manhattan,West Village,Entire home/apt,650,30
34888503,Staten Island,Tottenville,Entire home/apt,70,3
34889154,Brooklyn,Bushwick,Entire home/apt,399,3
34890465,Manhattan,Midtown,Entire home/apt,590,1
34890712,Brooklyn,Bushwick,Private room,110,1
34892732,Manhattan,Hell's Kitchen,Entire home/apt,289,3
34893564,Manhattan,Gramercy,Entire home/apt,117,1
34894405,Manhattan,Upper West Side,Entire home/apt,250,31
34894549,Manhattan,Financial District,Private room,150,3
34894797,Manhattan,Upper East Side,Private room,125,1
34894939,Brooklyn,Bushwick,Private room,50,1
34894968,Brooklyn,Flatbush,Entire home/apt,160,3
34895344,Manhattan,Hell's Kitchen,Entire home/apt,229,30
34895399,Manhattan,Murray Hill,Entire home/apt,265,30
34895585,Manhattan,Upper West Side,Entire home/apt,200,31
34895693,Brooklyn,East Flatbush,Private room,7500,1
34896039,Manhattan,Upper West Side,Entire home/apt,200,31
34896977,Queens,Richmond Hill,Entire home/apt,120,2
34898461,Manhattan,Theater District,Entire home/apt,200,31
34898663,Brooklyn,Bedford-Stuyvesant,Private room,50,4
34899120,Manhattan,Hell's Kitchen,Entire home/apt,200,31
34899507,Manhattan,Upper East Side,Entire home/apt,130,5
34899759,Brooklyn,Williamsburg,Entire home/apt,188,5
34900746,Manhattan,Midtown,Shared room,150,1
34900957,Manhattan,Hell's Kitchen,Entire home/apt,200,31
34901323,Brooklyn,Williamsburg,Entire home/apt,375,1
34901699,Queens,Rego Park,Private room,85,1
34902183,Manhattan,Harlem,Entire home/apt,93,30
34902713,Manhattan,Upper East Side,Entire home/apt,175,2
34903478,Brooklyn,Bushwick,Private room,65,5
34903658,Manhattan,East Village,Entire home/apt,275,2
34903861,Bronx,Westchester Square,Entire home/apt,75,1
34904143,Queens,Rego Park,Private room,85,1
34904836,Brooklyn,Fort Greene,Entire home/apt,150,3
34905447,Queens,Rego Park,Private room,68,1
34905935,Manhattan,Chelsea,Shared room,450,1
34906695,Brooklyn,Flatbush,Entire home/apt,150,2
34907049,Brooklyn,Bedford-Stuyvesant,Private room,63,2
34907095,Brooklyn,Crown Heights,Entire home/apt,90,3
34907354,Brooklyn,Prospect-Lefferts Gardens,Private room,42,2
34907385,Queens,Bellerose,Private room,75,1
34907479,Manhattan,Harlem,Entire home/apt,106,3
34907584,Manhattan,Washington Heights,Entire home/apt,125,2
34908120,Queens,Ridgewood,Private room,50,7
34908245,Manhattan,Hell's Kitchen,Entire home/apt,199,1
34908806,Brooklyn,Williamsburg,Entire home/apt,155,4
34908810,Brooklyn,Boerum Hill,Entire home/apt,175,14
34909035,Queens,Long Island City,Entire home/apt,199,10
34909275,Brooklyn,Williamsburg,Private room,120,2
34909594,Brooklyn,Gowanus,Entire home/apt,135,2
34910158,Queens,Sunnyside,Entire home/apt,101,3
34910222,Manhattan,Greenwich Village,Entire home/apt,299,3
34910439,Manhattan,SoHo,Entire home/apt,268,3
34910477,Manhattan,Harlem,Entire home/apt,120,30
34911014,Manhattan,Hell's Kitchen,Entire home/apt,200,31
34911913,Brooklyn,Williamsburg,Entire home/apt,150,3
34912300,Manhattan,Washington Heights,Private room,55,2
34912334,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,3
34914606,Brooklyn,Sunset Park,Private room,45,1
34915860,Manhattan,Hell's Kitchen,Entire home/apt,2500,70
34922682,Manhattan,Midtown,Entire home/apt,550,1
34926055,Manhattan,East Harlem,Entire home/apt,150,30
34928299,Manhattan,Hell's Kitchen,Entire home/apt,194,3
34928988,Manhattan,Midtown,Private room,140,1
34929016,Manhattan,Chelsea,Private room,89,1
34929338,Manhattan,East Village,Entire home/apt,175,30
34930138,Brooklyn,Boerum Hill,Entire home/apt,151,7
34930659,Manhattan,Harlem,Private room,54,3
34931085,Manhattan,Midtown,Entire home/apt,120,2
34931431,Bronx,Belmont,Private room,55,1
34932465,Brooklyn,Bedford-Stuyvesant,Private room,50,1
34932971,Manhattan,Financial District,Entire home/apt,137,29
34933454,Manhattan,Financial District,Entire home/apt,137,29
34933559,Queens,Rego Park,Private room,70,1
34933648,Manhattan,Financial District,Entire home/apt,137,29
34933815,Queens,Rego Park,Private room,65,1
34933891,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,1
34933929,Manhattan,Financial District,Entire home/apt,117,29
34934005,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,15
34934160,Manhattan,Hell's Kitchen,Private room,150,2
34934218,Manhattan,Financial District,Entire home/apt,137,29
34934431,Manhattan,Hell's Kitchen,Entire home/apt,250,31
34934473,Queens,Rego Park,Private room,99,1
34934744,Queens,Elmhurst,Private room,75,1
34934854,Queens,Rego Park,Private room,55,1
34935098,Brooklyn,Bedford-Stuyvesant,Private room,40,2
34935124,Manhattan,Hell's Kitchen,Entire home/apt,250,1
34935198,Manhattan,Hell's Kitchen,Entire home/apt,200,3
34935216,Manhattan,East Village,Entire home/apt,180,8
34935477,Manhattan,East Village,Entire home/apt,250,30
34935699,Brooklyn,Clinton Hill,Entire home/apt,200,3
34936459,Manhattan,East Village,Entire home/apt,152,2
34936509,Brooklyn,Bay Ridge,Entire home/apt,245,3
34937078,Brooklyn,Clinton Hill,Private room,40,31
34937287,Manhattan,Flatiron District,Entire home/apt,459,1
34937685,Manhattan,Kips Bay,Entire home/apt,350,1
34937986,Queens,Rego Park,Private room,55,1
34938166,Queens,Rego Park,Private room,55,1
34938245,Manhattan,Kips Bay,Entire home/apt,650,1
34938410,Queens,Rego Park,Private room,70,1
34938631,Brooklyn,Williamsburg,Entire home/apt,350,2
34938932,Queens,Long Island City,Entire home/apt,275,2
34939305,Manhattan,East Village,Private room,78,2
34940451,Manhattan,Lower East Side,Private room,105,2
34940602,Brooklyn,Bedford-Stuyvesant,Private room,60,2
34940756,Brooklyn,Williamsburg,Private room,149,2
34940796,Bronx,Wakefield,Private room,35,1
34941479,Bronx,Allerton,Private room,36,2
34941499,Bronx,Allerton,Private room,38,2
34941506,Bronx,Allerton,Private room,120,2
34943129,Manhattan,Washington Heights,Private room,50,2
34943881,Manhattan,Washington Heights,Private room,32,7
34943903,Manhattan,Upper East Side,Private room,95,3
34943918,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2
34944130,Brooklyn,Gravesend,Private room,100,2
34944309,Manhattan,Gramercy,Entire home/apt,850,1
34944389,Brooklyn,Crown Heights,Entire home/apt,145,1
34944655,Queens,Long Island City,Entire home/apt,650,2
34944843,Manhattan,Midtown,Private room,175,1
34944997,Manhattan,Hell's Kitchen,Entire home/apt,190,2
34945250,Brooklyn,Windsor Terrace,Entire home/apt,140,10
34945599,Manhattan,Upper East Side,Entire home/apt,169,2
34945827,Manhattan,SoHo,Private room,85,14
34945914,Staten Island,New Springville,Entire home/apt,68,2
34946538,Brooklyn,Williamsburg,Private room,80,2
34946772,Brooklyn,Bushwick,Private room,65,1
34946870,Manhattan,Upper East Side,Entire home/apt,210,1
34947011,Manhattan,Upper West Side,Entire home/apt,699,4
34947418,Brooklyn,Kensington,Private room,79,7
34948460,Queens,Woodside,Private room,89,1
34948476,Queens,East Elmhurst,Entire home/apt,80,1
34948758,Manhattan,East Village,Entire home/apt,130,3
34948812,Brooklyn,Williamsburg,Private room,70,2
34948941,Brooklyn,Sunset Park,Private room,60,1
34949052,Brooklyn,Sunset Park,Private room,58,1
34949054,Manhattan,Murray Hill,Entire home/apt,135,14
34949120,Queens,Woodside,Entire home/apt,150,1
34949208,Brooklyn,Sunset Park,Private room,58,1
34949542,Brooklyn,Flatbush,Private room,40,7
34949698,Brooklyn,Williamsburg,Entire home/apt,300,3
34949851,Manhattan,Midtown,Entire home/apt,245,2
34951077,Brooklyn,Bedford-Stuyvesant,Private room,35,3
34952279,Manhattan,Harlem,Private room,59,25
34953317,Manhattan,Lower East Side,Entire home/apt,600,3
34953750,Manhattan,Upper East Side,Entire home/apt,150,3
34954639,Manhattan,Gramercy,Private room,245,1
34954790,Manhattan,Upper East Side,Entire home/apt,145,2
34956249,Manhattan,Upper East Side,Entire home/apt,145,3
34956747,Manhattan,East Harlem,Entire home/apt,145,2
34958857,Manhattan,Upper East Side,Entire home/apt,145,2
34959292,Manhattan,Upper West Side,Entire home/apt,158,2
34959441,Manhattan,Upper East Side,Entire home/apt,145,1
34959442,Manhattan,East Harlem,Shared room,50,1
34960314,Brooklyn,Williamsburg,Entire home/apt,165,30
34960545,Queens,Ditmars Steinway,Entire home/apt,174,2
34962230,Manhattan,Upper East Side,Entire home/apt,150,1
34962946,Manhattan,Hell's Kitchen,Entire home/apt,239,2
34962979,Manhattan,Upper East Side,Entire home/apt,150,2
34964114,Brooklyn,Bushwick,Private room,80,2
34964342,Queens,Long Island City,Entire home/apt,200,2
34964711,Manhattan,Nolita,Private room,100,3
34966406,Brooklyn,Park Slope,Private room,69,3
34966969,Manhattan,Midtown,Entire home/apt,150,2
34967524,Queens,Jackson Heights,Private room,60,20
34967678,Manhattan,Chinatown,Entire home/apt,499,4
34967770,Manhattan,Harlem,Entire home/apt,300,7
34968153,Brooklyn,Fort Hamilton,Private room,55,1
34968639,Manhattan,East Village,Entire home/apt,300,4
34969461,Manhattan,Harlem,Entire home/apt,200,7
34970126,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,6
34970373,Brooklyn,Sunset Park,Entire home/apt,399,1
34970848,Manhattan,Murray Hill,Entire home/apt,310,30
34971155,Manhattan,East Village,Entire home/apt,250,4
34971332,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3
34971337,Manhattan,Murray Hill,Entire home/apt,300,30
34971449,Manhattan,Kips Bay,Entire home/apt,180,30
34972072,Manhattan,Lower East Side,Entire home/apt,250,1
34972213,Brooklyn,Williamsburg,Private room,79,1
34972355,Manhattan,Chinatown,Entire home/apt,200,1
34972591,Manhattan,Murray Hill,Entire home/apt,300,30
34972828,Queens,Sunnyside,Entire home/apt,200,2
34972982,Manhattan,Kips Bay,Entire home/apt,190,30
34973988,Manhattan,Lower East Side,Entire home/apt,120,2
34974103,Manhattan,Murray Hill,Entire home/apt,150,30
34974184,Brooklyn,Mill Basin,Entire home/apt,299,3
34974475,Queens,Woodhaven,Entire home/apt,48,1
34974525,Manhattan,Murray Hill,Entire home/apt,300,30
34974562,Manhattan,Upper West Side,Private room,100,28
34974705,Brooklyn,Bedford-Stuyvesant,Private room,68,1
34974799,Manhattan,Hell's Kitchen,Entire home/apt,173,1
34975056,Manhattan,Midtown,Entire home/apt,850,1
34975296,Brooklyn,Bushwick,Private room,50,1
34975527,Queens,Woodside,Entire home/apt,169,2
34975845,Manhattan,Upper East Side,Private room,85,1
34975935,Brooklyn,Prospect Heights,Entire home/apt,175,2
34976037,Manhattan,Upper West Side,Entire home/apt,150,30
34976038,Manhattan,Harlem,Entire home/apt,118,2
34976056,Brooklyn,Williamsburg,Entire home/apt,399,2
34976241,Queens,Woodside,Entire home/apt,108,2
34976735,Manhattan,Gramercy,Entire home/apt,160,3
34976973,Queens,South Ozone Park,Entire home/apt,248,2
34977297,Brooklyn,Williamsburg,Entire home/apt,160,31
34977363,Manhattan,Midtown,Entire home/apt,190,3
34977766,Manhattan,Upper East Side,Entire home/apt,130,1
34978082,Brooklyn,East New York,Entire home/apt,225,3
34978133,Manhattan,East Village,Entire home/apt,175,20
34978307,Brooklyn,Gowanus,Private room,80,14
34978674,Brooklyn,Greenpoint,Private room,130,2
34978738,Queens,Ozone Park,Entire home/apt,60,3
34979429,Manhattan,Midtown,Private room,102,1
34980223,Manhattan,Little Italy,Entire home/apt,129,33
34980397,Manhattan,East Village,Entire home/apt,131,7
34980912,Brooklyn,Bushwick,Private room,80,3
34981344,Manhattan,Lower East Side,Private room,100,3
34981452,Queens,Howard Beach,Entire home/apt,200,1
34981466,Manhattan,Midtown,Private room,975,30
34981637,Brooklyn,Bay Ridge,Entire home/apt,4200,60
34981661,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,1
34983299,Brooklyn,Williamsburg,Entire home/apt,895,2
34986604,Queens,Howard Beach,Private room,150,1
34993569,Manhattan,Upper West Side,Entire home/apt,290,30
34993824,Manhattan,Upper West Side,Entire home/apt,170,30
34994129,Manhattan,Upper West Side,Entire home/apt,170,30
34995166,Brooklyn,Williamsburg,Private room,70,14
34995443,Manhattan,Chelsea,Entire home/apt,499,3
34995534,Brooklyn,Bushwick,Private room,37,4
34995803,Manhattan,Chelsea,Entire home/apt,447,3
34996046,Brooklyn,Fort Hamilton,Private room,35,10
34996136,Manhattan,Chelsea,Entire home/apt,447,3
34996955,Manhattan,Lower East Side,Entire home/apt,600,4
34997003,Brooklyn,Bushwick,Private room,37,4
34997245,Manhattan,Little Italy,Entire home/apt,255,3
34997345,Manhattan,East Village,Entire home/apt,320,3
34997360,Brooklyn,Williamsburg,Entire home/apt,795,2
34997420,Manhattan,Harlem,Private room,65,11
34997446,Brooklyn,Williamsburg,Entire home/apt,995,2
34997666,Brooklyn,Borough Park,Private room,56,1
34997773,Brooklyn,Williamsburg,Entire home/apt,695,2
34997828,Manhattan,Murray Hill,Entire home/apt,300,30
34997863,Manhattan,Murray Hill,Entire home/apt,150,30
34997894,Brooklyn,Bay Ridge,Entire home/apt,1800,30
34997929,Brooklyn,Williamsburg,Entire home/apt,295,2
34997985,Brooklyn,Borough Park,Private room,56,2
34998610,Brooklyn,Williamsburg,Entire home/apt,595,2
34998614,Manhattan,Murray Hill,Entire home/apt,300,30
34998736,Manhattan,Murray Hill,Private room,119,3
34998820,Manhattan,Murray Hill,Entire home/apt,300,30
34998955,Manhattan,Murray Hill,Entire home/apt,150,30
34999128,Manhattan,Midtown,Entire home/apt,195,5
34999260,Manhattan,Murray Hill,Entire home/apt,300,30
34999415,Manhattan,Chelsea,Entire home/apt,900,1
34999606,Manhattan,Murray Hill,Entire home/apt,210,30
34999688,Brooklyn,Williamsburg,Entire home/apt,295,2
34999766,Manhattan,Murray Hill,Entire home/apt,225,30
34999950,Manhattan,Harlem,Entire home/apt,120,30
35000008,Manhattan,Murray Hill,Entire home/apt,250,30
35000157,Manhattan,Murray Hill,Entire home/apt,600,4
35000294,Manhattan,Murray Hill,Entire home/apt,220,30
35000403,Manhattan,Upper West Side,Entire home/apt,450,4
35000464,Manhattan,Murray Hill,Entire home/apt,150,30
35000509,Manhattan,Murray Hill,Entire home/apt,200,30
35000596,Manhattan,Midtown,Entire home/apt,399,6
35000600,Manhattan,Kips Bay,Entire home/apt,200,30
35000795,Manhattan,Harlem,Entire home/apt,300,2
35000978,Queens,Long Island City,Private room,389,1
35000981,Brooklyn,Williamsburg,Entire home/apt,495,2
35001013,Manhattan,Murray Hill,Entire home/apt,200,30
35001278,Queens,Corona,Shared room,28,1
35001433,Manhattan,Kips Bay,Entire home/apt,200,30
35001663,Manhattan,Stuyvesant Town,Private room,72,14
35001709,Manhattan,Murray Hill,Entire home/apt,200,30
35002204,Brooklyn,Bedford-Stuyvesant,Private room,75,1
35002311,Brooklyn,Bushwick,Entire home/apt,160,3
35002617,Brooklyn,Bedford-Stuyvesant,Private room,85,5
35003048,Bronx,Norwood,Private room,73,1
35003080,Manhattan,Harlem,Entire home/apt,100,70
35003154,Brooklyn,Crown Heights,Entire home/apt,88,2
35003827,Manhattan,Murray Hill,Private room,150,1
35004123,Manhattan,Lower East Side,Private room,125,2
35004646,Brooklyn,Sheepshead Bay,Shared room,30,2
35004930,Queens,Jamaica Estates,Entire home/apt,75,7
35005134,Manhattan,Financial District,Entire home/apt,100,29
35005171,Manhattan,Financial District,Entire home/apt,100,29
35005183,Manhattan,Financial District,Entire home/apt,100,29
35005197,Manhattan,Financial District,Entire home/apt,302,29
35005222,Manhattan,Upper West Side,Entire home/apt,400,4
35005234,Manhattan,Hell's Kitchen,Entire home/apt,180,29
35005258,Manhattan,Hell's Kitchen,Entire home/apt,189,29
35005343,Manhattan,Financial District,Entire home/apt,175,29
35005367,Queens,Woodside,Entire home/apt,189,1
35005368,Manhattan,Midtown,Private room,145,1
35005373,Manhattan,Murray Hill,Entire home/apt,350,30
35005473,Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,1
35005489,Brooklyn,Windsor Terrace,Entire home/apt,300,3
35005499,Manhattan,Midtown,Shared room,60,1
35005526,Manhattan,Theater District,Entire home/apt,177,29
35005563,Manhattan,Midtown,Entire home/apt,230,29
35005592,Manhattan,Midtown,Entire home/apt,177,29
35005637,Manhattan,Upper East Side,Entire home/apt,160,29
35005670,Manhattan,Upper East Side,Entire home/apt,184,29
35005701,Manhattan,Murray Hill,Entire home/apt,194,29
